questionId,sourceType,sourceId,skillKey,skillName,prompt,optionA,optionB,optionC,optionD,correctOption,correctAnswerText,difficulty,difficultyWord,difficultyNumeric,factKeys,tags,active,contribution,questionType,marks,subject,description,explanation,codeSnippet,expectedOutput,source
b117f9c1e0dbc3339284e344,question,b117f9c1e0dbc3339284e344,APTITUDE_DATA_INTERPRETATION,Data Interpretation,A bag has 3 red and 2 blue balls. Probability of red?,2/5,3/5,1/5,5/3,B,3/5,medium,medium,,,Probability & Statistics | Probability Central Tendency | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct statistical result/concept: 3/5.,Correct statistical result/concept: 3/5.,,,question-bank-xlsx
2610632b34147c2df4034784,question,2610632b34147c2df4034784,CONDITIONALS_BASICS,Conditionals,A course unlocks when Module A is complete AND Module B is complete. Only A is complete. Unlock?,Yes,No,Half unlock,Cannot tell,B,No,medium,medium,,,Logical Conditions | AND OR NOT | Core,,PRIMARY,mcq_single,1,Logical Reasoning,Evaluating all conditions gives No.,Evaluating all conditions gives No.,,,question-bank-xlsx
2721addfa40801551956c376,question,2721addfa40801551956c376,CONDITIONALS_BASICS,Conditionals,"Free shipping applies if order >= 500 OR user is premium. Order=300, user=premium. Result?",No shipping,Free shipping,Order cancelled,Need both conditions,B,Free shipping,medium,medium,,,Logical Conditions | AND OR NOT | Core,,PRIMARY,mcq_single,1,Logical Reasoning,Evaluating all conditions gives Free shipping.,Evaluating all conditions gives Free shipping.,,,question-bank-xlsx
2621ac4c423f7b061956253f,question,2621ac4c423f7b061956253f,CONDITIONALS_BASICS,Conditionals,Access is denied if account is suspended. Account is active. Access under this rule?,Denied,Not denied,Deleted,Cannot tell,B,Not denied,medium,medium,,,Logical Conditions | AND OR NOT | Core,,PRIMARY,mcq_single,1,Logical Reasoning,Evaluating all conditions gives Not denied.,Evaluating all conditions gives Not denied.,,,question-bank-xlsx
2921b105e076f4b719558708,question,2921b105e076f4b719558708,CONDITIONALS_BASICS,Conditionals,"Scholarship eligibility: marks >=80 AND attendance >=75. Marks=85, attendance=70. Eligible?",Yes,No,Only by marks,Cannot tell,B,No,medium,medium,,,Logical Conditions | AND OR NOT | Core,,PRIMARY,mcq_single,1,Logical Reasoning,Evaluating all conditions gives No.,Evaluating all conditions gives No.,,,question-bank-xlsx
2821af727eae6e681959da89,question,2821af727eae6e681959da89,CONDITIONALS_BASICS,Conditionals,"Alert triggers if temperature > 40 OR smoke=true. Temperature=35, smoke=true. Alert?",Yes,No,Only above 50,Cannot tell,A,Yes,medium,medium,,,Logical Conditions | AND OR NOT | Core,,PRIMARY,mcq_single,1,Logical Reasoning,Evaluating all conditions gives Yes.,Evaluating all conditions gives Yes.,,,question-bank-xlsx
0caf28d34b1764f56376f466,question,0caf28d34b1764f56376f466,CONDITIONALS_BASICS,Conditionals,IF marks >= 40 PRINT Pass ELSE Fail. marks=75,Pass,Fail,75,Nothing,A,Pass,medium,medium,,,Conditions | Branching Logic | Core,,PRIMARY,mcq_single,1,Computational Thinking,Evaluating the condition gives Pass.,Evaluating the condition gives Pass.,,,question-bank-xlsx
11af30b2e94edea66377929d,question,11af30b2e94edea66377929d,CONDITIONALS_BASICS,Conditionals,IF temp > 40 PRINT Alert ELSE Normal. temp=40,Alert,Normal,40,Error,B,Normal,medium,medium,,,Conditions | Branching Logic | Core,,PRIMARY,mcq_single,1,Computational Thinking,Evaluating the condition gives Normal.,Evaluating the condition gives Normal.,,,question-bank-xlsx
12af3245878658576375b7f8,question,12af3245878658576375b7f8,CONDITIONALS_BASICS,Conditionals,"IF age >=18 AND hasID=true PRINT Allow. age=20, hasID=false",Allow,Do not allow,Age only,ID only,B,Do not allow,medium,medium,,,Conditions | Branching Logic | Core,,PRIMARY,mcq_single,1,Computational Thinking,Evaluating the condition gives Do not allow.,Evaluating the condition gives Do not allow.,,,question-bank-xlsx
0faf2d8c25bdd2086376562f,question,0faf2d8c25bdd2086376562f,CONDITIONALS_BASICS,Conditionals,IF score>=90 PRINT A ELSE IF score>=75 PRINT B ELSE PRINT C. score=80,A,B,C,80,B,B,medium,medium,,,Conditions | Branching Logic | Core,,PRIMARY,mcq_single,1,Computational Thinking,Evaluating the condition gives B.,Evaluating the condition gives B.,,,question-bank-xlsx
10af2f1fc3f54bb963747b8a,question,10af2f1fc3f54bb963747b8a,CONDITIONALS_BASICS,Conditionals,IF number MOD 2=0 PRINT Even ELSE Odd. number=11,Even,Odd,11,1,B,Odd,medium,medium,,,Conditions | Branching Logic | Core,,PRIMARY,mcq_single,1,Computational Thinking,Evaluating the condition gives Odd.,Evaluating the condition gives Odd.,,,question-bank-xlsx
15af36fe622cc56a637519c1,question,15af36fe622cc56a637519c1,CONDITIONALS_BASICS,Conditionals,IF x>0 PRINT Positive ELSE IF x<0 PRINT Negative ELSE Zero. x=0,Positive,Negative,Zero,None,C,Zero,medium,medium,,,Conditions | Branching Logic | Core,,PRIMARY,mcq_single,1,Computational Thinking,Evaluating the condition gives Zero.,Evaluating the condition gives Zero.,,,question-bank-xlsx
16af389100643f1b63733f1c,question,16af389100643f1b63733f1c,CONDITIONALS_BASICS,Conditionals,IF user='admin' OR user='teacher' PRINT Staff. user='teacher',Staff,Student,Error,None,A,Staff,medium,medium,,,Conditions | Branching Logic | Core,,PRIMARY,mcq_single,1,Computational Thinking,Evaluating the condition gives Staff.,Evaluating the condition gives Staff.,,,question-bank-xlsx
93b23bef7057c443c4f1a35c,question,93b23bef7057c443c4f1a35c,CONDITIONALS_BASICS,Conditionals,IF NOT verified PRINT VerifyNow ELSE Continue. verified=true,VerifyNow,Continue,True,Stop,B,Continue,medium,medium,,,Conditions | Branching Logic | Core,,PRIMARY,mcq_single,1,Computational Thinking,Evaluating the condition gives Continue.,Evaluating the condition gives Continue.,,,question-bank-xlsx
a2c5db440dc5a0fcd395dee9,question,a2c5db440dc5a0fcd395dee9,C_BASICS,C Basics,"What is the output/result?
int x=5; printf(""%d"",x);",x,5,0,Error,B,5,easy,easy,,,C Verification | C Basics | Adaptive-C,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,Applying C semantics gives 5.,Applying C semantics gives 5.,,,question-bank-xlsx
a5c5dffdabfd1aadd39540b2,question,a5c5dffdabfd1aadd39540b2,C_BASICS,C Basics,"What is the output/result?
int x=5,y=3; printf(""%d"",x+y);",2,8,15,53,B,8,easy,easy,,,C Verification | C Basics | Adaptive-C,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,Applying C semantics gives 8.,Applying C semantics gives 8.,,,question-bank-xlsx
a4c5de6a4a34945ed392299f,question,a4c5de6a4a34945ed392299f,C_BASICS,C Basics,"What is the output/result?
int x=7; if(x>5) printf(""A""); else printf(""B"");",A,B,7,Error,A,A,easy,easy,,,C Verification | C Basics | Adaptive-C,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,Applying C semantics gives A.,Applying C semantics gives A.,,,question-bank-xlsx
9fc5d68be86c0e0fd3918b68,question,9fc5d68be86c0e0fd3918b68,C_BASICS,C Basics,"What is the output/result?
for(int i=0;i<3;i++) printf(""%d "",i);",1 2 3,0 1 2,0 1 2 3,3,B,0 1 2,easy,easy,,,C Verification | C Basics | Adaptive-C,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,Applying C semantics gives 0 1 2.,Applying C semantics gives 0 1 2.,,,question-bank-xlsx
9ec5d4f886a387c0d393660d,question,9ec5d4f886a387c0d393660d,C_BASICS,C Basics,"What is the output/result?
int a[3]={10,20,30}; printf(""%d"",a[1]);",10,20,30,1,B,20,medium,medium,,,C Verification | C Basics | Adaptive-C,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,Applying C semantics gives 20.,Applying C semantics gives 20.,,,question-bank-xlsx
a1c5d9b124db0171d392c7d6,question,a1c5d9b124db0171d392c7d6,C_BASICS,C Basics,"What is the output/result?
int x=10; x=x-4; printf(""%d"",x);",4,6,10,14,B,6,medium,medium,,,C Verification | C Basics | Adaptive-C,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,Applying C semantics gives 6.,Applying C semantics gives 6.,,,question-bank-xlsx
a0c5d81ec3127b22d38fb0c3,question,a0c5d81ec3127b22d38fb0c3,C_BASICS,C Basics,"What is the output/result?
printf(""%d"", 10/3);",3,3.33,1,0,A,3,medium,medium,,,C Verification | C Basics | Adaptive-C,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,Applying C semantics gives 3.,Applying C semantics gives 3.,,,question-bank-xlsx
9bc5d03f6149f4d3d38f128c,question,9bc5d03f6149f4d3d38f128c,C_BASICS,C Basics,"What is the output/result?
int x=2; switch(x){case 1:printf(""A"");break;case 2:printf(""B"");break;}",A,B,2,Nothing,B,B,medium,medium,,,C Verification | C Basics | Adaptive-C,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,Applying C semantics gives B.,Applying C semantics gives B.,,,question-bank-xlsx
9ac5ceacff816e84d390ed31,question,9ac5ceacff816e84d390ed31,C_BASICS,C Basics,"What is the output/result?
int sum=0; for(int i=1;i<=3;i++) sum+=i; printf(""%d"",sum);",3,6,9,0,B,6,medium,medium,,,C Verification | C Basics | Adaptive-C,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,Applying C semantics gives 6.,Applying C semantics gives 6.,,,question-bank-xlsx
8d83c5113c751ff3174e0e04,question,8d83c5113c751ff3174e0e04,C_BASICS,C Basics,"What is the output/result?
int x=4; int *p=&x; printf(""%d"",*p);",address only,4,0,Error,B,4,hard,hard,,,C Verification | C Basics | Adaptive-C,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,Applying C semantics gives 4.,Applying C semantics gives 4.,,,question-bank-xlsx
8c83c37edaac99a4174fe8a9,question,8c83c37edaac99a4174fe8a9,C_BASICS,C Basics,Which symbol ends most C statements?,Colon :,Semicolon ;,"Comma ,",Hash #,B,Semicolon ;,hard,hard,,,C Verification | C Basics | Adaptive-C,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,Applying C semantics gives Semicolon ;.,Applying C semantics gives Semicolon ;.,,,question-bank-xlsx
8b83c1eb78e41355174f4a72,question,8b83c1eb78e41355174f4a72,C_BASICS,C Basics,Which function is commonly used for formatted output in C?,scanf,printf,main only,include,B,printf,hard,hard,,,C Verification | C Basics | Adaptive-C,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,Applying C semantics gives printf.,Applying C semantics gives printf.,,,question-bank-xlsx
9bb24887621391cbc4f69514,question,9bb24887621391cbc4f69514,DEBUGGING,Debugging,"Algorithm: READ A,B; C=A-B; PRINT C. Goal is to add A and B. What should change?",Use C=A+B,Remove PRINT,Swap keyboard,Use C=A*0,A,Use C=A+B,medium,medium,,,Debugging Logic | Find the Logical Error | Core,,PRIMARY,mcq_single,1,Computational Thinking,Use C=A+B corrects the logic.,Use C=A+B corrects the logic.,,,question-bank-xlsx
9ab246f4004b0b7cc4f86fb9,question,9ab246f4004b0b7cc4f86fb9,DEBUGGING,Debugging,Goal: print 1 to 5. Algorithm starts i=1 but never changes i. Main problem?,Need a website,i must be updated,Need more RAM,Delete i,B,i must be updated,medium,medium,,,Debugging Logic | Find the Logical Error | Core,,PRIMARY,mcq_single,1,Computational Thinking,i must be updated corrects the logic.,i must be updated corrects the logic.,,,question-bank-xlsx
21aaccb4703e90a49fea2bd7,question,21aaccb4703e90a49fea2bd7,DEBUGGING,Debugging,Goal: pass if marks>=40. Algorithm uses marks>40. What case is wrong?,marks 100,marks exactly 40,marks 0 only,all marks,B,marks exactly 40,medium,medium,,,Debugging Logic | Find the Logical Error | Core,,PRIMARY,mcq_single,1,Computational Thinking,marks exactly 40 corrects the logic.,marks exactly 40 corrects the logic.,,,question-bank-xlsx
22aace470e760a559feaca0e,question,22aace470e760a559feaca0e,DEBUGGING,Debugging,Goal: largest of two. Algorithm always prints A without comparison. Missing step?,Open a file,Compare A and B,Add A+B,Convert to text,B,Compare A and B,medium,medium,,,Debugging Logic | Find the Logical Error | Core,,PRIMARY,mcq_single,1,Computational Thinking,Compare A and B corrects the logic.,Compare A and B corrects the logic.,,,question-bank-xlsx
23aacfdaacad84069feb6845,question,23aacfdaacad84069feb6845,DEBUGGING,Debugging,Goal: average of 3 numbers. Algorithm computes (A+B+C)/2. Fix?,Divide by 1,Divide by 3,Multiply by 3,Remove C,B,Divide by 3,medium,medium,,,Debugging Logic | Find the Logical Error | Core,,PRIMARY,mcq_single,1,Computational Thinking,Divide by 3 corrects the logic.,Divide by 3 corrects the logic.,,,question-bank-xlsx
24aad16d4ae4fdb79fec067c,question,24aad16d4ae4fdb79fec067c,DEBUGGING,Debugging,Goal: even/odd. Algorithm checks number MOD 3. Fix?,Use MOD 2,Use MOD 10,Use addition only,Use no input,A,Use MOD 2,medium,medium,,,Debugging Logic | Find the Logical Error | Core,,PRIMARY,mcq_single,1,Computational Thinking,Use MOD 2 corrects the logic.,Use MOD 2 corrects the logic.,,,question-bank-xlsx
1daac668e91c77689feca4b3,question,1daac668e91c77689feca4b3,DEBUGGING,Debugging,Goal: total 1..5. Loop goes 1..4. What is wrong?,It repeats 5 twice,It misses 5,It cannot add,Nothing,B,It misses 5,medium,medium,,,Debugging Logic | Find the Logical Error | Core,,PRIMARY,mcq_single,1,Computational Thinking,It misses 5 corrects the logic.,It misses 5 corrects the logic.,,,question-bank-xlsx
1eaac7fb8753f1199fed42ea,question,1eaac7fb8753f1199fed42ea,DEBUGGING,Debugging,Goal: login when both username and password are correct. Algorithm uses OR. Fix?,Use AND,Use NOT,Use only username,Remove condition,A,Use AND,medium,medium,,,Debugging Logic | Find the Logical Error | Core,,PRIMARY,mcq_single,1,Computational Thinking,Use AND corrects the logic.,Use AND corrects the logic.,,,question-bank-xlsx
88817e9bda936605b5c0d49c,question,88817e9bda936605b5c0d49c,DEBUGGING,Debugging,Python: if x = 5: print(x). What is the issue?,Use == for comparison,Remove x,Use ++,No issue,A,Use == for comparison,medium,medium,,,Debugging | Basic Code Errors | Adaptive-Programming,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,Use == for comparison addresses the bug.,Use == for comparison addresses the bug.,,,question-bank-xlsx
8981802e78cadfb6b5c172d3,question,8981802e78cadfb6b5c172d3,DEBUGGING,Debugging,Python: for i in range(5) print(i). What is missing?,A semicolon only,A colon after range(5),A database,Nothing,B,A colon after range(5),medium,medium,,,Debugging | Basic Code Errors | Adaptive-Programming,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,A colon after range(5) addresses the bug.,A colon after range(5) addresses the bug.,,,question-bank-xlsx
8a8181c117025967b5bf982e,question,8a8181c117025967b5bf982e,DEBUGGING,Debugging,"C: printf(""%d"", x) without declaring x. Main issue?",x must be declared before use,printf cannot print numbers,C has no variables,Need internet,A,x must be declared before use,medium,medium,,,Debugging | Basic Code Errors | Adaptive-Programming,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,x must be declared before use addresses the bug.,x must be declared before use addresses the bug.,,,question-bank-xlsx
8b818354b539d318b5c03665,question,8b818354b539d318b5c03665,DEBUGGING,Debugging,A loop intended to stop at i=10 never changes i. Main fix?,Delete the condition,Update i inside/relevant to the loop,Add a browser,Use more RAM,B,Update i inside/relevant to the loop,medium,medium,,,Debugging | Basic Code Errors | Adaptive-Programming,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,Update i inside/relevant to the loop addresses the bug.,Update i inside/relevant to the loop addresses the bug.,,,question-bank-xlsx
8c8184e753714cc9b5be5bc0,question,8c8184e753714cc9b5be5bc0,DEBUGGING,Debugging,A function calculates a value but caller needs it; function neither returns nor prints it. Main issue?,The result is not communicated back,CPU is too slow,Need a folder,No issue,A,The result is not communicated back,medium,medium,,,Debugging | Basic Code Errors | Adaptive-Programming,,PRIMARY,mcq_single,1,Programming Exposure — Adaptive,The result is not communicated back addresses the bug.,The result is not communicated back addresses the bug.,,,question-bank-xlsx
3180920376a0217116387a3e,question,3180920376a0217116387a3e,HOW_COMPUTERS_WORK,How Computers Work,What is the main purpose of a computer?,Only store files,Process data according to instructions,Only connect to internet,Only display images,B,Process data according to instructions,easy,easy,,,Computer Basics | Core Concepts | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Process data according to instructions.,Correct concept: Process data according to instructions.,,,question-bank-xlsx
3280939614d79b2216391875,question,3280939614d79b2216391875,HOW_COMPUTERS_WORK,How Computers Work,Which sequence best describes basic computing?,Output → Input → Processing,Input → Processing → Output,Processing → Output → Input,Storage → Input → Shutdown,B,Input → Processing → Output,easy,easy,,,Computer Basics | Core Concepts | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Input → Processing → Output.,Correct concept: Input → Processing → Output.,,,question-bank-xlsx
3582d6e67686edd2783945d3,question,3582d6e67686edd2783945d3,HOW_COMPUTERS_WORK,How Computers Work,Which normally keeps files even after power is turned off?,RAM,CPU cache,SSD,Register,C,SSD,easy,easy,,,Hardware | CPU RAM Storage I/O | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: SSD.,Correct concept: SSD.,,,question-bank-xlsx
3482d55314be67837838a79c,question,3482d55314be67837838a79c,HOW_COMPUTERS_WORK,How Computers Work,A student opens many applications and the system becomes slow. Which resource may be under pressure?,Keyboard,RAM,Printer,Webcam,B,RAM,medium,medium,,,Hardware | CPU RAM Storage I/O | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: RAM.,Correct concept: RAM.,,,question-bank-xlsx
3382d3c0b2f5e13478380965,question,3382d3c0b2f5e13478380965,HOW_COMPUTERS_WORK,How Computers Work,Which is generally faster for permanent storage?,SSD,DVD,Paper,Keyboard,A,SSD,medium,medium,,,Hardware | CPU RAM Storage I/O | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: SSD.,Correct concept: SSD.,,,question-bank-xlsx
3a82dec5512d5ae578376b2e,question,3a82dec5512d5ae578376b2e,HOW_COMPUTERS_WORK,How Computers Work,Which pair contains one input and one output device?,Monitor and speaker,Keyboard and monitor,Mouse and scanner,Printer and speaker,B,Keyboard and monitor,medium,medium,,,Hardware | CPU RAM Storage I/O | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Keyboard and monitor.,Correct concept: Keyboard and monitor.,,,question-bank-xlsx
3982dd32ef64d4967836ccf7,question,3982dd32ef64d4967836ccf7,HOW_COMPUTERS_WORK,How Computers Work,What is the CPU often called in simple explanations?,The browser,The processor,The folder,The database,B,The processor,medium,medium,,,Hardware | CPU RAM Storage I/O | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: The processor.,Correct concept: The processor.,,,question-bank-xlsx
3882db9f8d9c4e4778362ec0,question,3882db9f8d9c4e4778362ec0,HOW_COMPUTERS_WORK,How Computers Work,"If a laptop has very little free storage, which action is most relevant?",Increase screen brightness,Remove or move unused files,Change keyboard,Close calculator,B,Remove or move unused files,medium,medium,,,Hardware | CPU RAM Storage I/O | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Remove or move unused files.,Correct concept: Remove or move unused files.,,,question-bank-xlsx
3782da0c2bd3c7f8783f73f9,question,3782da0c2bd3c7f8783f73f9,HOW_COMPUTERS_WORK,How Computers Work,Which is an operating system?,Google Chrome,Windows,YouTube,Excel file,B,Windows,easy,easy,,,Software | OS Applications Languages | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Windows.,Correct concept: Windows.,,,question-bank-xlsx
3e82e511ca0b41a9783ed5c2,question,3e82e511ca0b41a9783ed5c2,HOW_COMPUTERS_WORK,How Computers Work,Which is application software?,CPU,RAM,Spreadsheet application,Motherboard,C,Spreadsheet application,easy,easy,,,Software | OS Applications Languages | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Spreadsheet application.,Correct concept: Spreadsheet application.,,,question-bank-xlsx
3d82e37e6842bb5a783e378b,question,3d82e37e6842bb5a783e378b,HOW_COMPUTERS_WORK,How Computers Work,What does an operating system mainly do?,Creates only websites,Manages hardware and provides services to applications,Stores only photos,Replaces the CPU,B,Manages hardware and provides services to applications,medium,medium,,,Software | OS Applications Languages | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Manages hardware and provides services to applications.,Correct concept: Manages hardware and provides services to applications.,,,question-bank-xlsx
bc85ea02d8364082d9c7bba9,question,bc85ea02d8364082d9c7bba9,HOW_COMPUTERS_WORK,How Computers Work,Which is a programming language?,Python,Chrome,Windows Explorer,PDF,A,Python,easy,easy,,,Software | OS Applications Languages | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Python.,Correct concept: Python.,,,question-bank-xlsx
33809529b30f14d31639b6ac,question,33809529b30f14d31639b6ac,HOW_COMPUTERS_WORK,How Computers Work,Which of these is hardware?,Python,Windows,Keyboard,Browser,C,Keyboard,easy,easy,,,Computer Basics | Core Concepts | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Keyboard.,Correct concept: Keyboard.,,,question-bank-xlsx
bd85eb95766dba33d9c5e104,question,bd85eb95766dba33d9c5e104,HOW_COMPUTERS_WORK,How Computers Work,A browser is mainly used to…,manufacture hardware,access web content,replace RAM,compile every program,B,access web content,medium,medium,,,Software | OS Applications Languages | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: access web content.,Correct concept: access web content.,,,question-bank-xlsx
ba85e6dc14a533e4d9c67f3b,question,ba85e6dc14a533e4d9c67f3b,HOW_COMPUTERS_WORK,How Computers Work,Which statement is correct?,Operating systems run inside keyboards,Applications usually run on top of an operating system,Software is physical hardware,Browsers are CPUs,B,Applications usually run on top of an operating system,medium,medium,,,Software | OS Applications Languages | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Applications usually run on top of an operating system.,Correct concept: Applications usually run on top of an operating system.,,,question-bank-xlsx
bb85e86fb2dcad95d9c4a496,question,bb85e86fb2dcad95d9c4a496,HOW_COMPUTERS_WORK,How Computers Work,What is a folder mainly used for?,Executing CPU instructions,Organizing files,Increasing RAM,Creating internet,B,Organizing files,easy,easy,,,Operating Systems & Files | Files Folders Paths | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Organizing files.,Correct concept: Organizing files.,,,question-bank-xlsx
b885e3b651142746d9c542cd,question,b885e3b651142746d9c542cd,HOW_COMPUTERS_WORK,How Computers Work,Which file extension commonly represents a PDF document?,.mp3,.pdf,.exe,.jpg,B,.pdf,easy,easy,,,Operating Systems & Files | Files Folders Paths | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: .pdf.,Correct concept: .pdf.,,,question-bank-xlsx
b985e549ef4ba0f7d9c36828,question,b985e549ef4ba0f7d9c36828,HOW_COMPUTERS_WORK,How Computers Work,Which action creates a duplicate of a file while keeping the original?,Delete,Rename,Copy,Move,C,Copy,easy,easy,,,Operating Systems & Files | Files Folders Paths | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Copy.,Correct concept: Copy.,,,question-bank-xlsx
b685e0908d831aa8d9c4065f,question,b685e0908d831aa8d9c4065f,HOW_COMPUTERS_WORK,How Computers Work,Moving a file usually means…,changing its content automatically,changing its location,deleting it permanently,encrypting it,B,changing its location,medium,medium,,,Operating Systems & Files | Files Folders Paths | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: changing its location.,Correct concept: changing its location.,,,question-bank-xlsx
b785e2232bba9459d9c22bba,question,b785e2232bba9459d9c22bba,HOW_COMPUTERS_WORK,How Computers Work,Which term describes the location of a file inside folders?,File path,CPU path,Browser speed,RAM rate,A,File path,medium,medium,,,Operating Systems & Files | Files Folders Paths | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: File path.,Correct concept: File path.,,,question-bank-xlsx
c485f69ac9f20e0ad9c2c9f1,question,c485f69ac9f20e0ad9c2c9f1,HOW_COMPUTERS_WORK,How Computers Work,Why should filenames be meaningful?,They increase internet speed,They make files easier to identify and manage,They increase CPU cores,They convert files to programs,B,They make files easier to identify and manage,medium,medium,,,Operating Systems & Files | Files Folders Paths | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: They make files easier to identify and manage.,Correct concept: They make files easier to identify and manage.,,,question-bank-xlsx
c585f82d682987bbd9c0ef4c,question,c585f82d682987bbd9c0ef4c,HOW_COMPUTERS_WORK,How Computers Work,Which action is safest before permanently deleting an important file?,Turn off Wi-Fi,Confirm it is backed up or no longer needed,Rename the monitor,Close the keyboard,B,Confirm it is backed up or no longer needed,medium,medium,,,Operating Systems & Files | Files Folders Paths | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Confirm it is backed up or no longer needed.,Correct concept: Confirm it is backed up or no longer needed.,,,question-bank-xlsx
c288320bd81d0ce33bdd8a8c,question,c288320bd81d0ce33bdd8a8c,HOW_COMPUTERS_WORK,How Computers Work,What is a web browser?,A physical cable,Software used to access web pages,A CPU component,A database table,B,Software used to access web pages,easy,easy,,,Internet & Web | Browser URL Client Server | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Software used to access web pages.,Correct concept: Software used to access web pages.,,,question-bank-xlsx
348096bc51468e84163a54e3,question,348096bc51468e84163a54e3,HOW_COMPUTERS_WORK,How Computers Work,Which of these is software?,Monitor,RAM,Web browser,Mouse,C,Web browser,easy,easy,,,Computer Basics | Core Concepts | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Web browser.,Correct concept: Web browser.,,,question-bank-xlsx
c1883078765486943bdf6531,question,c1883078765486943bdf6531,HOW_COMPUTERS_WORK,How Computers Work,Which is a search engine?,Google Search,Windows,Python,Bluetooth keyboard,A,Google Search,easy,easy,,,Internet & Web | Browser URL Client Server | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: Google Search.,Correct concept: Google Search.,,,question-bank-xlsx
c4883531148c00453bdec6fa,question,c4883531148c00453bdec6fa,HOW_COMPUTERS_WORK,How Computers Work,A URL is primarily…,a type of RAM,an address for a resource on the web,a programming loop,a CPU core,B,an address for a resource on the web,easy,easy,,,Internet & Web | Browser URL Client Server | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: an address for a resource on the web.,Correct concept: an address for a resource on the web.,,,question-bank-xlsx
c388339eb2c379f63bdbafe7,question,c388339eb2c379f63bdbafe7,HOW_COMPUTERS_WORK,How Computers Work,A domain name such as example.com helps users…,increase storage,identify and reach a website,install RAM,replace passwords,B,identify and reach a website,easy,easy,,,Internet & Web | Browser URL Client Server | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: identify and reach a website.,Correct concept: identify and reach a website.,,,question-bank-xlsx
c688385750faf3a73bdb11b0,question,c688385750faf3a73bdb11b0,HOW_COMPUTERS_WORK,How Computers Work,Downloading means…,sending data from your device only,receiving data from another system to your device,deleting online data,turning off internet,B,receiving data from another system to your device,easy,easy,,,Internet & Web | Browser URL Client Server | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: receiving data from another system to your device.,Correct concept: receiving data from another system to your device.,,,question-bank-xlsx
c58836c4ef326d583bdcec55,question,c58836c4ef326d583bdcec55,HOW_COMPUTERS_WORK,How Computers Work,Uploading means…,sending data from your device to another system,only viewing a webpage,installing an OS,formatting storage,A,sending data from your device to another system,medium,medium,,,Internet & Web | Browser URL Client Server | Core,,PRIMARY,mcq_single,1,Digital & Computer Fundamentals,Correct concept: sending data from your device to another system.,Correct concept: sending data from your device to another system.,,,question-bank-xlsx
